“¿Cómo la mataremos?”,á gopot'í,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Pues entonces estuvo bien,xo bizo'ya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"Unas grandes, otras chicas, otras como leve chispa. Como si un tubo de metal estuviera al fuego, muchos ruidos hacía, retumbaba, chisporroteaba.","R'a ya dängi mar'a ya t'u̱ki, ngu n'a n'a ra bo̱ja ja ra oki mi huts'i ha ra tsibi, ndunthi ra nxaxni mi o̱t'e  bi ñu̱ni ne mi ntho̱xni,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"idólatras entregados a la antropofagia y a la sodomía,","mi tsunda ya po̱ta ajuä mi tsi ya mi ngo̱k'eiui ne r'a mra ya xabxi jä'i,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
—Trae un recado Xóchitl.,—Hähna'i n'a ra noya ra Xóchitl.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
La reacción defensiva de los mexicas,Ya nthädi ga tuhni ya ndeznä,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Se refiere en seguida cómo decidieron los tlaxcaltecas recibir en son de paza los extranjeros.,Ri ñ'udi xahño nubia hanja beni ya metlaxcala bi do̱m'i mpaha nuya nso̱ho̱ jä'i.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
pan,thuhme,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
"Yo me iré para Teucalhueyacan, como ellos hayan concertado allá me irán a decir sus palabras.","Nugi gra ma Teucalhueyacan, ko nge'u̱ ngu sta nkob'e̱, nuni gi mä gi xikagihu̱ ya noya.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
por medio de notas se registran aquí las equivalencias regionales que se requieren para la comprensión del texto.,po ya ñ'udi dra thuts'i nuua nu'a ya noya ri ñ'ehe ra hñ'rä ha nuya hyodi ge da o̱t'e ra'bedi pa dra t'e̱nt'a ra mfeni ya jä'i dige'a nuna b'ist'ofo.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Mi padre dijo: “No mates las mariposas porque son el alma de los muertos”.,Mä ta mi mää: “Oxki ho yä tu̱mu̱ ge ya anxe ya du”.,Otomí del Mezquital (ote),NORMA DE ESCRITURA DE LA LENGUA HÑÄHÑU (OTOMÍ),Norma_Otomi.pdf,401520850c96432caeac2b47
Pues la alzó,xo mbigu̱xia',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Voy a ordeñar la vaca,gomáte̱'mí na ra ndăni,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Te venderé mi sombrero,gopok'i na ra phu̱i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"Francisco de San Antón Muñón Chimalpain Cuauhtlehuanitzin, VII relación.","Francisco de San Antón Muñón Chimalpain Cuautlehuanitzin, VII relación.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Después de eso, apenas empecé, porque ni sabíamos español",degenk'aya' takha dóphu̱hya'wi porke ni ndímáphăkohé español,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"Cuando ubo oído todo esto Motecuzoma se llenó de grande temor y como que se le amorteció el corazón, se le encogió el corazón, se le abatió con la angustia.","Nub'u̱ xki y'o̱de gato nuya noya ra Ts'e̱y'e̱mu xi ntse̱di mi tsu̱, ko ra ntsu bi me̱tsi ne ngu bi du ra ndäte, bi ngänts'i ra ndäte, bi japi bi me̱gi ra ntsu.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"¿,Qué es lo que hacer procura Motecuhzoma?",¿Te b'e̱'a tupabi ra mu̱i ra Ts'e̱y'e̱hmu?,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Se le termina de echar,gogwádi gohu̱té,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
“Éste fue el lugar del gran desastre en la retirada...,“Nuna ze̱ka hai ha bi njaua n'a ra ts'othogi...,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
El niño se mojó,k'a ra bähtsí pa k'áti,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"Volviéronse con toda la brevedad posible a la gran ciudad de México Tenochtitlan,","Bi gu ra ñ'u pa bi mengi ha ra dänga hnini ra M'onda-Bondo,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
y era nuestra herencia una red de agujeros.,ge ma ts'ogihe ndunthi ya oki.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Con escudos, con espadas,","K o ya bu̱' bai, ko ya makahuai,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"La primera letra al inicio de un párrafo, oración, frase y después de punto y seguido y de punto aparte. Por ejemplo: ","Ra ndu̱i ra nt'ot'i, ha ra ngäts'i ha du̱i ma n'a ra nt'ot'i ne ha pa n'a ra nto̱ts'e, ha juadi ne du̱i ma n'a ra nt'ot'i.",Otomí del Mezquital (ote),NORMA DE ESCRITURA DE LA LENGUA HÑÄHÑU (OTOMÍ),Norma_Otomi.pdf,401520850c96432caeac2b47
salieron con gran espanto: dieron de improviso con los de a caballo. Uno de éstos dio de estocadas a los de Tlatelolco.,bi bo̱nga dega dänga ntsu; bi nthe̱ui ko nu'u̱ mi y'o mi to̱ ge ya fani. N'a di ge'u̱ bi umba n'a ra ngätsa mpu̱ni nuya metlatelolco,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"va lloviendo fuego, va destilando cispas, y el umo que de él sale, es muy pestilente, uele a lodo podrido, penetra asta el cerebro causando molestia.","ngu ri u'oi ya tsibi, t'o̱fe ya xintsibi, ne ya b'ifi mi po̱ni xi mxa nxä ngu ra bo̱ai xki y'a, nu'a ra mfänt'i xi mi ku̱t'i mbo, mi tso̱nga a mbo ra bo̱y'o mi unga ra tson'abätemuo̱.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"las insignias guerreras, los escudos; mucho le rebuscaban y mucho le requerían el oro.","ya ñ'udi to'o mi pädi ra mabagi, ya bu̱'bai, ndunthi mi ne mi honi ya k'astaboja.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
resbaloso,koni,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
"Hemos comido palos de colorín,","Sta tsihe ya za ga kolorin,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"curvo por arriba, con piedras preciosas blancas, constelado.",habu̱ xki mpani ha mi mihibu̱ xki kuet'e ya t'axa do.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Después pues se fueron,despwés xo bimáhmu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
hierve el agua,fa̱ts'i ra dehe,Otomí del Mezquital (ote),NORMA DE ESCRITURA DE LA LENGUA HÑÄHÑU (OTOMÍ),Norma_Otomi.pdf,401520850c96432caeac2b47
Mi esposo se enoja,ipirakwé k'a mädämé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Se lavaban con el tequesquite,mimpe̱ní ko ra thé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Me lo comí,dótsí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Luego pues siempre la había embarazado,lego xo bídá kamániu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Se las llevaban con burritos nomás,ta dúxthó ko tsi búřo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Ni siquiera siente si llega el charro o no,ni ngi choni kha itsu̱ k'a ra chařo wa hína,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"El capitán Teputztitóloc y su criado, Iaztachímal. Y uno que iba rentando tenía por nombre Cenyáull.",Ra gabida Teputztitóloc ne ra b'ego ra Iaztachímal. Ne n'a dige'u̱ mi ent'i ra thuhu ra Cenyáutl.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Pues se murieron,xo bidú,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
La gente de Tenochtitlan no suele pelear en barcas: no es cosa que hagan ellos.,Ra jä'i mi b'u̱i nuni Bondo ingi ntuhni mañä ha ya t'u̱ka mätsa: ingi njabu̱yu.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
fueron escogidas por quienes serán sus dueños.,bri juahni po nuya dra hmu.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Su lucha pareció a algunos un levantamiento nativista y causó tal alarma que un prominente diputado de ideas conservadoras, José María Lozano, dio la voz de alarma: “Tras la aparente calma de Emiliano Zapata, el Atila se sublevó [...]","Nu'a ra munts'a jä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya jä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi japi bi nxaxni ya tsu̱tui ne n'a ra Diputado mi pe̱tsi ra mfeni xki kot'i mra thuhu ra José María Lozano, bi y'onga ra hmä pa mar'a ya ñ'oui bi nxanxi: ""Ri mo̱te ra thits'i mi udi ra Emiliano Zapata, nehe bri fädi ngu ra Atila nuna bri nju̱tsi [...] Nu'a bi fädi ngu mi he̱gi ya b'e̱go ne'a bi mä da uni da nja pa gatho, ingi jot'i [...]",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Entonan los cantares que acaso recuerdan, y con sus cantos se envalentonan.",Ebu̱ nuya duhu ge mi beni ne ko ya ntuhu mi ja da no̱t'e.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
¿En dónde podrán ser puestos en salvo?,¿Habu̱ ga tsa ga huts'ihu̱ pa inte dra t'o̱t'abi?...,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Esta copiosa documentación —conservada en el Archivo General de la Nación, en México y en los de no pocos pueblos, así como en repositorios de España y otros lugares— hace oír la palabra indígena.","Nuna pika he̱m'i ja te mä b'e̱tsi ha ra Archivo General de la Nación, nuua M'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni Manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
flor roja,the̱ngado̱ni,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
Huida de los españoles y sus aliados por la calzada de Tlacopan [Tacuba],Ya ñamfo̱ bi gu̱ ra ñ'u ri mani Tlacopan (Tacuba),Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Van cantando ellos, pero también cantando están los mexicanos.",Mi y'o ne mi ntuhu nehe ya mem'onda mi tuhu.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Y sus sandalias de espuma.,Ya de̱sthi dega fu̱gi.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
No quise que fuera así,hín dóné dínkhák'ŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Como rentaban su casa nomás pues se fueron,este komo mimihthóhu̱ ya ngŭ xo bimáhhu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Signo del año: 3—Casa. Día del calendario mágico: 1—Serpiente.,Geya Hñu Ngu (tres casa). Ra b'edepa ra hoga mpu̱ngi: 1—K'ehña.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
humear,mifi,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
Solté al perro,dóxot'i na ra 'yó',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Llévate tu cobija doblada dentro de tu ayate.,Häxa ri däx'yo ntho'ti mbo ri 'ronjua.,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
"todo lo cual dieron a los oficiales, y en pocos días fue acabada toda la obra.","gatho bi unga ya jä'i mi pädi da hoka nuna b'e̱fi, n'a tu̱ki ya pa bi juadi nuna b'e̱fi.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Nos iremos a alcanzar acocilitos,gomáhmé gomátsu̱hmé tsi moi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Un poco nos queda... No hacemos más que guardar nuestras casas.,Kohi n'a tu̱ki... Inte di o̱t'ehu̱ ho̱nse̱he̱ di zuhu̱ ma nguhu̱.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Aquí se dice, se refiere cómo llegaron, entraron los ancianos, los nombrados teochichimecas, gentes de Aztlan, los mexicas cuando vinieron a buscar tierras, a merecerlas, aquí en la gran ciudad de México—Tenochtitlan,","Nuua hmä, tengu ga tso̱ho̱, bi yu̱t'a ya däk'ei, nu'u̱ bri zipabi ya teochichimecas, ya jä'i ra Aztlan, ya ndeznä nub'u̱ xki tso̱ho̱ mi honi ya hai, da ja me̱tsi nuua ha ra dänga hnini M'onda—Bondo,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Cantares mexicanos, Biblioteca Nacional de México, manuscrito 1628 bis, folio 16 v.","Cantares mexicanos, Biblioteca Nacional de México, ya nt'ofo 1628 bis, folio 16 v.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
¿Junto a quién te colocas?,¿hyotui to'o bri thuts'i'i?,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
y muchas de ellas se cayeron y hundieron; y las cubrió y del todo se anegaron.,ndunthi di ge'u̱ bi tagi bi yu̱i pa ri ngati gatho bi njom'i.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Dentro de Mesoamérica, son las culturas maya y náhuatl las que ofrecen el más amplio testimonio indígena de la Conquista.","Mbo ra Mezoamérica ju̱ nuya ya t'o̱t'amfeni ya maya, ne ya ndeznä ge'o̱ unga xahño ra nxidi ra kuän'ahmä nu'a bi thogi ya mu̱dimehai nub'u̱ ba tso̱ho̱ ya jä'i bi ts'oki nu'a bi ja nuua dige'a ra ts'okat'o̱t'amfeni.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
comiste pollo,gá ntsa'ni,Otomí del Mezquital (ote),"Notas gramaticales, Doris Bartholomew",ote_gramsel.pdf,bf336cb4396d43d9b61d41ed
Casi cada momento suspiraba.,Xi xka nge'a mi e̱nga ya ngätsi.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Entonces, ya no lo quieren",ya hím binéya'wik'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Para intercalar breves frases aclaratorias o notas en medio de un texto.,Pa da te̱pi ya hoga mfëni madee ra nt'ot'i.,Otomí del Mezquital (ote),NORMA DE ESCRITURA DE LA LENGUA HÑÄHÑU (OTOMÍ),Norma_Otomi.pdf,401520850c96432caeac2b47
"porque yo lo he calificado que es el mismo que ha de ser nuestro. Luego ahora corto y reduzco nuestras tierras, que ha de ser mi voluntad se empiecen nuestros límites por donde sale el sol y empezarán por donde llaman Tzitecomatitlan [...]","range'a nugi di pädi ge ge'a nu'a ma me̱tihe, b'esto nubia di h e̱ki ne di japi da nt'u̱ki  ma haihu̱, ge'a ma mpaha da mu̱di ma hyodihu̱ habu̱ ts'e̱ ma haihu̱ habu̱ k'onts'a ra hyadi ne da fu̱di habu̱ thutuabi Tzitecomatitlan [...]",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Les pusieron sus collares, les pusieron sus máscaras de turquesas, les revistieron sus ropas divinas: ropa de pluma de quetzal,","Bi to̱tuabi ya thebe, ne ya nkom'ahmi dega hoga ixkado, ne bi yopa thutsubi ya dutu dega nzunda, ya dutu ga xin'i ya ketzal,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Desde luego saquearon y atraparon a las gentes para llevárselas, pero cuando los vieron los guerreros mexicanos, luego los persiguieron, les hicieron disparos de flechas los mexicanos.",Bi nja n'a ra mfe ne mi hmihi ya jä'i pa da ts'its'i nub'u̱ xki hyandi ya ñ'emabagi ya mem'onda m'esto bri te̱ni bri fo̱tuabi ya ts'u̱t'a ts'äza nuya ya mem'onda.,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
"Manifiesto a los pueblos indígenas comprendidos en la zona de operaciones de la División Arenas, 27 de abril, 1918"", Archivo Zapata, conservado en la Universidad Nacional Autónoma de México, expediente 29.","He̱mi unga mfädi ha ra t'u̱ka hnini habu̱ b'u̱i ya jä'i teni ra División ra Arenas, 27 ra abril ra je̱ya 1918, Ra m'ets'a he̱m'i ra Zapata, b'e̱tsi ha ra Universidad Nacional Autónoma de México, expediente 29.",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Los nombres de cerros y ríos:,Ya thuhu ya t'o̱ho̱ ne ya däthe:,Otomí del Mezquital (ote),NORMA DE ESCRITURA DE LA LENGUA HÑÄHÑU (OTOMÍ),Norma_Otomi.pdf,401520850c96432caeac2b47
"Raymundo Isidro Alavez, oriundo de Boxtha Chico, municipio de San Salvador. Hidalgo,","Ra Raymundo Isidro Alavez, bi b'u̱i'i nuni ra Boxtha Chico, San Salvador, estado de Hidalgo",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
—¿No más ése es el oro que se guardaba en México?,—¿Ho̱nse̱he̱ nuna k'astaboja mi b'e̱tsi nuni M'onda?,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Había jarra,mikhá ra yohtithá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
Cierra la puerta,khóti ra goxthí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
La enfermedad los matí a todos,k'a ra gíhí mbipot'í gothó na,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra",elotomidetoluca.pdf,5c53d031656c6f085a010000
"Y luego vestidos Ixtlilxúchitl y su hermano Cohuanacotzin con sus hábitos reales dio principio a la primicia de la ley evangélica,","Xki thete ra Ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya he dega dänga ndä bi mu̱di da häni ra hoga ts'ofo ya evangelio,",Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
Los tlatelolcas son invitados a pactar,Ya metlatelolco bi hmati da gohi n'a nkohi,Otomí del Mezquital (ote),Visión de los vencidos (hñahñu),visiondelosvencidoshnahnu.pdf,5c8a6eb3656c6f188d010000
