"Entonces los dos se fueron. Y allí estaba un puente, y el conejo lo pasó varias veces porque claro que no pesa mucho. ","Sani te kuan koo ti ma. Te yukan iyo in puente, te ya'a ya'a ni ti ma. Va ma suu nde vee kiti yukan ma. Te inka ni, te ni ya'a tee yukan ma, ",Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
cuajilote ,chite,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
No hay lluvia en esta región,kòò dàvì ladu yoꞌó.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
"Cuando el tecolote chilla, avisa que algo malo va a suceder.","Ora nda'yu tiñumi ma, in seña káxtnu'u ti ja ko kuu in ja u'vi.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
La enfermedad viene de repente o cuando la persona ha tenido gripe u otra calentura.,"Sanaā-ni vāji kuēꞌē yáꞌá, á vāji tá nī ndoꞌo nchivī kuēꞌē gripe á inkā quīji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Chinche verde ,Kyaꞌa ,Mixteco de Santiago Amoltepec (mbz),Bichos
"pero dicen que no son las estrellas mismas, sino su excremento.","kovaa masu maa tiuxini ma kúu chi yi'vi tiuxini ma ni kuu, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Hace que la persona se ponga delgada y débil.,Sáꞌá jā kuxií nchivī.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Cada persona debe tener su propio cepillo.,"Tá iin tá iin nchivī, kúnī jā nevāꞌa-ji cepillo maá-ji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Duerma usted sobre un sarape y cúbrase con otros dos.,"kūsūn-ní nūū iin sõõ, de kasī-ní ūū-kā sīquī-ní.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
O puede calentar la sal que quepa en un trasto chico.,De suni kuu sasáā-ní iin kōꞌō ñīī.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
—Escóndete en el chiquihuite ahí. De otro modo el hombre va a llegar y te va a matar ,"—Chu'u nuu chika jiña. Nu ña'a, te kenda tce yukan, le ka'ani ña'a de",Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
Me vuelvo todos los catorce,Ndúurí ndɨ́ɨ uxì kuùn,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Se acuesta para secarse, ","Ndukávatɨ̀ na-­ityìtɨ̀,",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
la casa de la lluvia ,veꞌe Sàu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"y cuando se metió, se siente muy contento",te nú nìndɨ̀u siɨ̀ shraàn yóó inìtɨ̀.,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
aprendemos bien,kútùꞌa­-vaꞌàyo,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
¿cómo se encuentra usted?,¿Ndesa yóóni? ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si nos bañamos con agua fría,","Nuna kuchi o ji'in ndute vijin ma,",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Este hombre se llama Lalo.,Lalo nání tée yáꞌa.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Hay una de esas cosas,lá iin ñà- jaàn,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
La gente arrastrada por la corriente no descansa; va y viene en el río donde la corriente se la llevó.,Ñayii ka tneni ma chi ñatuu ka ndatatu i; kuan koo ve koo-ni maa i ka kuu i yute nuu ni ka tneni i ma.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Lave usted muy bien toda su ropa, así como los sarapes y el petate en que duerme.","De nakete vāꞌa-ní ndiꞌi saꞌma-ní, jondē jíín sōō-ní jíín yuu nūū kíxīn-ní.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
—¿Qué compraré con esta moneda chica? Se dijo a sí misma.,"—Naá kúu jā kueen-nī jíín xūꞌún yāꞌá, káchī-ña, káꞌān maá káꞌān iin-ña.",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Los Tlacotes o furúnculos,Taꞌa,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"Este Toba nos cuida, cómo vivimos, somos, pensamos.","Ndíto toba yàꞌá yoꞌo ndesa tyakúyo, ndesa kúuyo, ndesa jíniyo.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
casas con milpas,Veꞌe jíín itù,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
 Una anciana y un joven conversan acerca de que es muy importante que no perdamos nuestra lengua,ɨn toꞌò sɨ́ꞌɨ́ ñáꞌnu jíín ɨn tyàà sútyí kándatùꞌún jà shraàn kanúú jà mà snáayo yuꞌu mááyo.,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Ese hombre está masticando un cañuto de caña.,Xichí tiàa ma iin mboun ndòò.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
El es un hombre,Tēe kúu-de.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
No nos juntemos con la gente cuando hay una epidemia.,De mā sákā noo-ó jíín nchivī tá jíka kuēꞌē.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"Y entonces echamos la ofrenda, echamos la pierna de gallina para que coma san Cristóbal, quien dio nuestro alimento y la vida en el mundo.","te taꞌán tyúndeeyo taꞌù, tyúndeeyo siꞌin tyùún, nakee San cristoba, jà nìjàꞌa jàkeeyo, jà tyakúyo ñuyíu.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
si-ndotehe,tlakuache,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
Se fijó en su cara.,Nì ndekoto-té nùù-né.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
Esa hierba es corriosa.,Dìi yùkù jaàn.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
-¡Levanten esas armas!,-Jīnstájiyo tnūjīí jiñá.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Con su permiso me voy, y hablamos otra vez.","Najáꞌaná nuùní, te káꞌanyo ɨngà jáꞌá.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Va a comer, o coma Ud.",kaa-ni stāā,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
no se puede,mà kúu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Una persona que termina su casa la inaugura,"In ñayii ni sinu ve'e i ma, chi sa-ii i,",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
el cuerpo (estómago) de la olla,tyìi kɨ̀sɨ ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
No hay otro día como hoy para sembrar,Masu na kivi-ka nú masu ja vitna kúu kivi chi'i o tata,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Hicieron la pala del panadero.,nu masu pala panaderu ni kuu yata chiyo i'ya tevilu.,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
Debes de portarte bien; no te enamores de tu pariente.,Ko kuu ro ñayii va'a ñayii vii; máko ndandiyo ini ro tna'a ro kuikin ro ma. ,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Va a comprar huevos.,kuaan-ña ndiví.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
No se puede ver este animalito.,Mā kūú kun-ō kiti ñúkuán.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
¿cómo está tu comadre?,¿Ndesa kúu kualiáró? ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Dicen que el perro aúlla, y no está bien porque alguien se va a morir.","Nda'yu ñi'na la-ina ma, te masu va'a chi nde o kûu, ka ka'an ñayii ma.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Por más ce luchó no logró vencer a los liberales.,Vesi nāsaa-kā nduku ndéé-dé ko ñã nkúndee-de jiꞌín já kúu liberales.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"El escribe,",Tée-de tutū.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"hable despacio por favor, porque si usted habla rápido no lo puedo escribir",kaꞌàn kuééni tíꞌì tyi nú kaꞌán­ yatyìní mà kúu tyááná,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
así los llamamos,saá káꞌa̱n-nti xíꞌin-ri,Mixteco de Coicoyán de las Flores(jmx),Bichos
Y si viene del Norte es que habrá muchos muertos:,"te nú kii ityi nìnu, kúu jà shraàn kájihì ndɨ̀yɨ,",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Frote usted muy fuerte con un cepillo o con las hierbas del temazcal, en todas las partes donde están los granitos, para que se abran éstos.","Nīꞌin kiīn-ní ñūkún á yūkū káa-ní níꞌín níí káꞌnú nūū íñí ndīꞌyi, de sá de nune nūū yiꞌi-tī.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
¿De qué color es este coche?,¿Indu kolor koche yoꞌo?,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
—Burro. Te llamas Burro porque no se te graba tu nombre.,—Burru naní-un chi kökínto̱o mií ki̱ví-un xi̱ní-un,Mixteco de Coicoyán de las Flores (jmx),Burro lindo
¿Qué hicieron con el omóplato del Señor Gato?,¿Na ni kuu yata chiyo i'ya tevilu?,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
"Y se mataron, metiéndose dentro de cuevas, debajo peñas, en barrancas, en todas partes. ","te nìkajaꞌni máá inì tùntyi, tyìi kava, inì shraꞌvà, yáꞌa uán, ",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Muere una gallina, hacemos pozole, comemos.","Jíꞌìtu ɨn tyùún, kásáꞌatuyo nduxà, káyeetuyo.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Los peces pasan por las aguas del mar.,Xiká siaka maꞌì tèkuìí mar.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
¿Cómo se llama su dueño?,¿Ndia nani estoꞌo-nu?,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
Después llene usted la picadura con una mezcla de Polvo de Oxido de Zinc y Esencia de Clavo en consistencia de masa.,Ñúkuán de kasī-ní yavī jíín iin lulī Polvo de Oxido de Zinc jāá nchiꞌi-ní Esencia de Clavo de koo tiúú.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
No podemos nosotros curar la tuberculosis.,kuēꞌē tuberkulosis chi mā kūú nasāꞌá ma-ó.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
¡solamente escuchen!,¡jin konini so'o ro-ni!,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Cuando se ensucie el trapo, ponga usted otro trapo limpio con la medicina.",Tá nkutéꞌén saꞌma de tee-ní inkā saꞌma íyó ndoo jā núꞌún tātān.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
el comal para tostar,xoò jà kasù staà,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
con los borregos los niños andan (en) el monte,jíín rɨɨ̀ jàlúlí kájika yuku,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
¿Qué hicieron con la nariz del Señor Gato?,¿Na ni kuu xitni i'ya tevilu?,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
"La persona que padece de amibas debe comer bien toda clase de alimentos, verduras y frutas, para fortalecerse.","Iin nchivī nī ndoꞌo kuēꞌē amiba, de kúnī kajī vāꞌa-ji ndāká ndiviī ndeyu jiin yuvā jiin fruta, tákua ndufuerza-ji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"y cuando le hemos dado de comer, entonces nos suelta.","te nú nìjàꞌayo jàkee, te nasíà yoꞌo vii.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"pero no son los alimentos los que causan la infección, sino los microbios","Sochi nsūú ndá núkuán cứu jā steꞌyū, chi sa microbio kúu jā stéꞌyū.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
está parado en la puerta aquí.,jíndii yujuéꞌé yàꞌá,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si deja de tomar la medicina, puede venir una recaída.",chi tú mā kokó ndiꞌi-ní de sanaā ndijéꞌé tuku kuēꞌē.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
se suben a su espalda,ntaskaa ti ña sata ti.,Mixteco de San Juan Mixtepec (mix),Bichos
El corta el maguey,Jáꞌndē-de yavi.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
anona,nu-ndoko,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
¿Qué hicieron con los ojos del Señor Gato?,"¿Na ni kuu nduchi i'ya tevilu?,",Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
"Dicen que la mantis religiosa no es buena porque entra en la mujer y echa su cría dentro de ella,","Ka ka'an i ja koo nduku kuii ma chi ñatuu va'a ti chi kívi ti ña'a ma, te tnáa ti sa'ya ti chii ña'a ma,",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Dicen que, si los perros aúllan, la gente se va a enfermar, o va a sufrir una desgracia.","Nuna jin konda'yu ñi'na la-ina ma, te koku'u ñayii ma, o tna'a i in tnundo'o, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
El agua no quiere apagar al fuego.,"de ntuú ndute stáꞌvā ñuꞌūn, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
el niño anda,jalúlí jíka,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si hay pus en los ojos, póngase una gota de Colirio Sulfatiazol tres veces al día,","De tú játi ndakua tīnūú-ni, de chuꞌun-ní kolirio Sulfatiazol, iin iin yúyú ūnī vuelta tá iin iin quīvī.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Se toman de la misma manera que la Chloromycetin.,Iin nuú-ni kokó-ní tá-ni kókó-ní chloromycetin.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
En el camino encontró un corral.,De ichi ñúkuán ni jēꞌēn ñatin-ña nūū iyó iin korral.,Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Dicen que las golondrinas despejan las nubes.,"Ka jatenuu tixiko viko ma, ka kaꞌan i",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
El reumatismo,kuēꞌē Yájī Yiki,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
El compra plátanos.,Jáan-de ndika.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
porque el toro no quiere tomar el agua.,"chi ntuú kúnī-tī koꞌo-tī ndute yáꞌá,",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Hicieron el bastón del presidente.,Vastoon presidente ni kuu yiki si'in i'ya tevilu.,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
no lo sé,tú jiníná,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"“Hoy nosotros llevaremos de comer a nuestro padre, ",“Vina te mááná kiyakaná jàkee táàná,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
nos avergonzamos porque hablamos ,kákukanòòyo jà kaꞌányo ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Desde tiempos antiguos, nuestros antepasados los agarraban en los cerros de pasto verde y flores azules.",Nta̱a̱ xinaꞌá tiempo xáꞌa̱n na̱ yatá yukú nu̱ú íya ita ntíꞌi xíꞌin itia kuîí.,Mixteco de Coicoyán de las Flores(jmx),Bichos
¿Qué hizo ella con el agua ayer?,Nāva nsāꞌá-ña jíꞌín ndúté iku.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
El agua comenzó a apagar al fuego.,"de nī nkijéꞌé ndute stáꞌvā ñuꞌūn, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
"Debemos comer bien, ahora que estamos bien de salud.",Káa o kó'o o; vitna iyo sii ini o.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Tampoco debe dejar que les entra humo en los ojos.,Ni mā kuáꞌa-ní  jā quīvi nüꞌmā tīnūú-ji.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
El Paludismo,kuēꞌē Snuꞌūn,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Hicieron las agujas de la costurera.,nu masu yiki tiku kosturera ni kuu ixi yu'u i'ya tevilu.,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
no vendo cántaros,tú xíkóná kìyi,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
¿Qué está haciendo ella?,Nāva sáꞌa-ña.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
el fondo (culo) de la olla,shruù kɨ̀sɨ ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Dicen que los pozos y temazcales son lugares muy peligrosos.,"Soko ji'in ñi'i ka kuu ja inu-ii xeen, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
La escopeta va a disparar,kuàꞌàn katni nù-xìí.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
"No termina uno de darse cuenta, y se muere.","Ni ma jinu teku ini o, te kûu o. ",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
La gente lo come en su comida,Ñáyɨvɨ chachi-yi chiꞌin-dɨ nu ntyayu-yi,Mixteco de Santiago Amoltepec (mbz),Bichos
"La metieron en el baño, ",te nìkatyindee inì ñíꞌi ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Es diligente.,kuyu-sí.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
"Llego y (allí) están toros, está también un pocito allí. ","te jaárí, te ká­-íin sndɨkɨ, íyàatu ɨn sókó lúlí uán.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
¡Entremos!,kīvo,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
El Sarampion,kuēꞌē Ndīꞌyi Tiáá,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Con estas dos medicinas sanará usted completamente.,Jíín ndúū tātān ñúkuán de nduvāꞌa vāꞌa-ní.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"si viene mi compadre, haremos comida buena",nú nìtyaà mpáàrí te nasáꞌayo ndeyu vàꞌa,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"La gente se vuelve nahual porque así lo dispuso Dios, para que la gente ayude a que llueva. ","Kánduu ñàyiu uán tyi suán nìjàꞌa máá Tyuꞌtyi, jà kúu kátyindéé ñàyiu jà kúun sàu.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Láveles la cabeza diariamente y póngales la medicina.,Ndāká kíví nakete-ní xīnī-ji de chuꞌun-ní tātān.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Pronto sanará.,Namā nduvāꞌa.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Nuestros pueblos decidirán,Ñuùrí kèi máá ndesa kuu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
la flor del frijol,ità ndutyi; ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Entonces pasó el hombre, y cuando iba en medio del puente, éste se derrumbó; y el señor se cayó en la barranca.","te kua'an de ma sava sava puente ma, te ni kendasun ni, te ni kee de.",Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
En el valle hay casas con milpas.,Nuù nduꞌà ká­-íin veꞌe jíín itù. ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Al nene de Juana le dió de repente disentería.,Sēꞌe lulí Juana sanaā-ni nī nkijéꞌé kuēꞌē nīñī jā kúu kuēꞌē disenteria.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
entonces salieron las avispas,uánna nìkakenda timii tɨndakà,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Hicieron la lima del herrero.,Lima jerreru ni kuu yaa i'ya tevilu.,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
La sangre se acumula dentro del hueso y es por eso que duele.,"Jáku'un niñi ne'un yiki, te suu kúu ja u'vi.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Si ha llovido y se produjo una buena cosecha de frijol, estamos contentos.","Nú nì kuun dàvì, te nì kuàꞌa ndutyì, dandu kudíì ini-nda.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
"Sale el pollito de la cáscara, y entonces empieza a piar.","Táꞌvì pílù, dandu kesáꞌá-sî ndáꞌì-si.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
El sol se ocultó bajo las nubes.,Nì dàꞌvi orá tìxi vìkò.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
ciere dormir.,kūsū-tī kuini-tī.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Juegan con la madre y con los demás ositos.,Siquí xáān-tí.Yosiki xáān-tí jiꞌin naná-tī jiꞌin tnáꞌān-tī.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
estoy cansadoEl oso es un animal muy grande.,kiti nání oso chī káꞌnu xaân-tí.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Le picaron a Simón y le introdujeron unos microbios en su sangre.,Nī ntuu-tī Simón de nī skívi-tī jakū microbio inī nīñī-dē.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
halcón nocturno ,kuikui ñuu,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
—¿cómo se llama este árbol?,—¿Ndesa nání yunu yàꞌá? ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"—Se puede. ¡Espérame, pero escóndete ahí! De otro modo va a llegar la gallina y te va a comer ","—Kuu kondeíu ro, ko va chu'u jiña. Nu ña'a, te kenda chuun ma, te kaa ña'a ti",Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
"En el futuro va a sufrir, y sabrá cómo están las cosas.","Kivi ki'in o a, te kii tnundo'o tnuneni i, te kuni i sukan kua'an tniñu.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
y luego nace el bebé.,te kâku i.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
se fué la hermana de él,kuaꞌān kuaꞌā-de,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
La vara no quiere pegar al perro.,"de ntuú kúnī ñutun xíi kuun maá xīnī tínā, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Así que uno por uno fueron pasando.,ta iin iin-ri yáꞌa.,Mixteco de Coicoyán de las Flores (jmx),Burro lindo
"Exhalar en tus aras su aliento,",Ña naki'o xi mii xi sa'a miion.,Mixteco de Tezoatlán (mxb),El Himno Nacional
"El marrano no quiere brincar el corral, "," de ntuú kúnī kinī ndava-tī nūū korral, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
cuál es tu hongo,ndéu kúu jiꞌìró,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Cuando se enojan mucho con otra persona, compran velas y le echan maldición.","Nú ka kiti ini nuu tna'a i, te ka jaan i iti, te ka soko tna'a i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
