"Pues con qué cosa se emborracharía, dijeron",trantíwik'a kon ke xo 'ina,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Fue a dormir con el vecino,bimáyóhni 'á na ra bésínoni,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
¿Pues dónde iría entonces?,a tramáya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pue se enfermó,bihninya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después la buscó,despwés bithónya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La buscó entonces,bithónya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Tenía dos con una su señora,mini yóho ya t'u̱ ko ná ra t'u̱xú,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después pues se fueron,despwés xo bimáhmu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Entonces la fueron a buscar,bimáhióníhu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Se separaron, uno había ido de un lado y otro había ido para el otro lado",bihwegehu̱ este ná gamá ná ngwadí ná gamáma ná ngwadí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La fueron a buscar,bimáhióníhu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues nadie pudo encontrarla,xo khó mobotót'i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después ya hasta para Buenavista estaban,despwés ya ta hu̱ pa wénabísta ya',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Este, había una choza muy grande",este mbrakhá ná ra dongŭ ná ra ndu̱dongŭche̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Ya nadie vivía allí en la choza, nadie vive en esa choza grande",ya khó mibu̱ k'a ra dongŭ tambrabu̱ 'áche̱ nik'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Después ya cuando estaba adentro, donde le había pegado mucho en la cara, le había dado de comer mucha sangre",despwés ya este kwando mbra'óni ambówi xo este mihtsú kamáche̱t'u̱nbi ra karawi mihtsú kamátsí rakhíwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después pues le preguntó: ¿quién te ha pegado?,despwés ya xo este xo bit'onya'wi to xi'u̱nk'iwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Nadie, es que he pasado por esa zanja",este khóthó na es ke tóthógí k'a k'a ra chái,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Estaba una rana grande, pero era muy grande la rana",mbra'bu̱i ná ra ndu̱'we̱'che̱ pe mindu̱grande k'a ra 'we̱',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La rana era verde y era negra,mbrak'ángi xi mbrabot'i k'a ra 'we̱',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La rana era pinta,mbrabíndo 'we̱' k'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Otra vez la he alzado, pesaba hasta dos kilos después que he alzado a la rana",tókhu̱tsí pi mipesá ta yóho kilo despwés ya tókhu̱tsí 'we̱',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues la  había alzado,takhu̱xya' xogígé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"He venido, he caminado media parcela",este tó'íhiya'wi tóñó madé parsela,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Cuando la había visto siendo rana, cuando había un charro muy elegante en mi rebozo",xo tegé este tanú xo tanú dra'we̱'k'a kwando gé ná rambu̱igi na ra ndu̱ chařo nchálá mbu̱igi mbrakhá k'a mäbáyú,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Entonces lo veía cuando lo tiré, dijo entonces",wi ndánú xo ngu ndáenya'wi bininawi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Luego, ya después lo tiré pues creció nomás, hasta parecía que se estiró, nomás creció",xu̱tu̱ este despwés ya nodóeniya' xo binátéthó takhagé bigu̱thó bité,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues después lo tiro allí y pues ya no recuerdo cómo vine hasta la casa,xo despwés dígénk'ŭ i xoya hín díbénya'wi 'áta 'íhko na ra ngŭwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues fueron a recogerla, fueron a curarla",xo bimánk'ixya'wi bimát'u̱théya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después ya fueron regresando,despwés ya bokohhu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La acostaron allí hasta que se compuso,xo bimenk'ŭ bimenk'ŭ taxo bizoya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pero la señora se embarazó otra vez,pe bipiñiu̱ k'a ra t'u̱xúya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues como se enfermó ya no quería comer tortilla, no quería comer sal",este xo bihniníya'wi ya híminé ndizí ra hmí hí miné ndizí ra 'úwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
No quería nada,xo xayi minéya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Como rentaban su casa nomás pues se fueron,este komo mimihthóhu̱ ya ngŭ xo bimáhhu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Siempre llegaba el charro a donde estaban,bídá mitsu̱hu̱ k'a ra chařo mbu̱ihu̱ bídá mitsu̱hu̱ya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues ya enfermó: “Si nos vamos para no vivir en esta casa, vamos a buscar una casa, luego nos estemos allí”",pues ya xo bihniníya'wi xiwu̱ gomáhu̱ hín gomu̱phí na ra ngŭ má hóníhu̱ má na ra ngŭ má hónínhu̱ má na ra ngŭ xu̱tu̱ gomu̱i phí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Luego pues nomás no, pues siempre llega el charro, además se duerme conmigo",lego xokhothó lego xo bídá batsu̱hu̱ na ra chařo mähke dra'óbé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
El marido de Pascuala ni siquiera siente al charro,na ra ntsoya este na ra takwálá ni ngi tso k'a chařo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"El charro, a la hora que Pascuala se duerma nomás, se metió conmigo, el charro se cobija y nos dormimos",na k'a ra chařo óra da'áhthó na ra tákwáláta bikónúgó na ra chařo danku̱xkí go'óbé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Si vamos a buscar casa, le dijo a sus niños",este xiwu̱ gomáhóníhu̱ má na ra ngŭ binínbi k'a ya bähtsí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues estaría bien,xo dazo'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues fueron entonces a buscar casa,xo má máhya'wi bimáhmu̱ bimáhióníhu̱ má ra ngŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después ya pues no llegaron a encontrar,despwés ya xo khómbotót'ihu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
También regresaron unos cuantos días,níhí bokohhu̱ má téngu mpáwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Después ya vivieron, pero pues diario de noche, llegaba el charro y se dormía con Pascuala",despwés ya xo bimu̱phí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra chařo mi'óbí k'a ra mikwála,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después decía que siempre llegaba el charro muy elegante,despwés mimánya'wi bídá tsu̱ na ra mbu̱hu̱ na ra chařo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Dormimos,dí'óhkobé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Sabe que está allí,phădi té'ó inkhák'ŭ k'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Si nos mudemos de casa,xiwu̱ goráshu̱ na ra ngŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después ya encontró casa,despwés ya bidót'i na ra ngŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Otra vez rentaron y vivieron allí,pibimihtihu̱ya'wi xo bimu̱phík'ŭya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pero pues otra vez siguió llegando y siguió llegando nomás,pe xo pibisígé bizít'ethó pibisígé bizít'ethó,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues entonces temía,xo este mitsúya'wi mitsúya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Otra vez dijeron “pues vámonos de la casa”,pi bininahu̱ xo má na ra ngŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Si la dejáramos, entonces el charro no nos dejaría",xiwu̱ gotsohhu̱ na ra chařo kha hín dazogíwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Luego siempre me persigue,lego bídá te̱ngí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Siempre se cobija,bídá iku̱xki,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Por eso no no quiero dormir con él, dijo entonces",por eso hín díné go'óhkobéní binínya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después pues ya buscaron casa en donde se estuvieran y vivieran otra vez,despwés ya xobi bihóníhu̱ má na ra ngŭ 'á bimu̱ihhu̱ xo pibimu̱phí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues otra vez llegaba el charro nomás,xo pimitsu̱théthó k'a ra chařo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Otra vez iba a buscarla, otra vez la veía nomás",pimipáhóní pimbranúthó,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
No quería dejarla,hí miné ndizogí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después no quería dejarla,xit'u̱ hí miné ndizogí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues otra vez decía, cómo me dejaría el charro",este xo pimi'inanya'wi xía 'á dazogígó na ra chařo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Seguido me persigue,de ite̱ngí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Seguido me persigue,de ite̱ngí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Seguido dormimos juntos en la noche,de dí'óbé bu̱ nchúi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Nada más en la noche dormimos juntos,hu̱ntsé bu̱ nchúi dí'óbé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Luego Pascuala duerme mucho mucho,lego na ra takwálá mihtsú 'áhna mihtsú'i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Por qué duerme mucho, al dormirse ni siquiera lo ve",kaxrat'áhá mihtsú da'áhna ni ngi núhna,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Ni siquiera siente si llega el charro o no,ni ngi choni kha itsu̱ k'a ra chařo wa hína,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Hasta le diría entonces “en le día no te duermas”,ta go'imbíwi mpá hítsá gímá'áhá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Luego siempre se cobija que hasta no sientes,lego bídá iku̱xki kha ta hín gízowi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Nada de nada siento yo siempre duermo con él,xayi ndu̱ xayi dízogó bídá dí'áhko,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Dijo: con que llega con que hasta yo le diría a Pascuala “El charro ya se paro en la puerta”,binimbíya'wi konke itsu̱hu̱ konke tago tago'ínkya'witakwálá na ra chařo ya ndu̱ bi'bohna 'á goxthí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Ya se despertaría, le iría a decir, pero pues no se despierta",ya ndinuhú ndimá 'imbíya'wi pe xo hín hanuhú,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Cuando otra vez se trasladó Pascuala se fue a la casa que sea,k'a ra takwálá kwando pibiraxi má na ra ngŭ ke sea,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Dejaba de lado al charro porque no se quería acostar,mikhahpí lado k'a ra chařo pa hí miné ndi díniu̱xwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Luego hasta se asustaba mucho,lego ta mindu̱pídí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pero después pues no quiso dejarla,pe despwés xo hím biné bizogí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues porque la perseguía, la perseguía",xo pa mite̱ni mite̱ni,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Después ya se había trasladado de casa,despwés ya este xo garaxya' k'a ra ngŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Luego pues siempre la había embarazado,lego xo bídá kamániu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Desde que el charro la había encontrado, siempre la embarazó",desde ganthe̱wi k'a ra chařo bídá biniu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"No parió, no le bajó el estómago",hímbi'ódi hímbigäi k'a ra mu̱i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues así estaba nomás,xo minkháthó k'ŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Otra vez le creció mucho el estómago,bipindu̱té k'a ra mu̱i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Ni había parido ni le había bajado el estómago,ni nga'ódi ni ngangäi k'a ra mu̱i,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Estaba así siempre,bídá nankhák'ŭ,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Después de que se había trasladado al cuarto de la casa, pues una vez de noche la vió morir de pronto nomás",despwés de garaxi ra góra ngŭ k'a xo ná ndi nchúi xo binú binadúthó,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
La señora murió de pronto nomás,k'a ra t'u̱xú binadúthó,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"El señor, al mismo tiempo murieron los dos",k'a ra ntsoya al mismo tiempo bidúwi yóhu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues nomás un hijo quedó chico,nxohthó k'a ra t'u̱ya'wi xo bigohíya'wi xo lĕngu,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Sus otros hijos habían salido,k'a ra ya t'u̱ xo ya xo kamámbu̱nya'wik'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Ya estaba en México entonces,ya xo mbra'bu̱i 'á múndowik'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Ya no vivían allí,ya hí mibu̱hkwáya'wik'a,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Un hijo chico nomás,náthó k'a ra lĕngu t'u̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues venía teniendo como diez años,pÁ xo mba'e̱ komo 're̱t'á khéya,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues quedó solo, pues vivió solo",xo bigoche̱wi xo bimu̱hche̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues vivió solo el pobre,na ya xo 'á bimu̱hche̱ na k'a ra mégí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues su madre se murió,ramé xo bidúwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Cuando se había muerto, pues se le bajó el estómago otra vez",wu̱ gandúya''á xo bipigähya' k'a ra mu̱iya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues no estaba embarazada entonces,xo hí mbraniu̱ya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Se había ido,gamáya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Siendo chica, me mandaron ir a dejar la tortilla de mi hermano",ndimálĕngu bikhúhgí dómázoh rahmí k'a mä'idá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Fui con mi sobrina,dómá'bé k'a mäbe̱ditsí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Agarramos un conejo,bitsu̱hmí ná ra tsikhwá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Me dijeron entonces,bixihgíya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Lo llevamos, lo fuimos a dejar",dótutsí dómátsohkibé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Que lo fuimos a dejar,té dómátsohkibé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Iba con mi sobrina,ndápe̱bé k'a mäbe̱ditsí'á,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Entonces me dijo,bixihgíya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
“Quiere que lo comamos”,kha gíné gotsíwí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues sí, pues no, pero si nos regañan",xo má nge hina xo má nge pexí damátsu̱ihgíya',Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
No nos regañarán,hina híndamátsu̱ihgíwí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Apúrate a comerlo,porá mátsíwíya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Vamos a comerlo,tsátsíwíya'wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pues nos acabaremos la carne,xo gothéhmí na ra ngu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Sí, pues nos acabaremos la carne entonces",ha xo gothéhmí na ra ngu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Nos comimos la tortilla, luego nos fuimos",dótsíbé k'a ra hmíya'wi gehña dómábé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Se lo fuimos a dejar a mi hermano,dómátsohkibibé k'a mä 'idá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Pero puro chile,pepuro k'a ra 'í,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Entonces nos regresamos,dó'ébéwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Después ya en amaneciendo, otra vez le fui a decir a mi hermano",despwés ya k'a hñaskú ya pibimáxihgi k'a mä'idáwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Dile a tu cuñada por qué no me mandó ni un peso de carne, una carnita",gíxi rimúdo 'óhinak'a ra bope̱ngí 'á hín game̱ngí ná peso ra ngu̱ ra tsingu̱wi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Carne de conejo,k'a ra ngu̱ k'a ra tsikhwáwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Pues quién sabe, no sé, pues ella, mi cuñada",xo phădi hín díphăko xo gégé mämúdo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Véte, le dices, sí, véte",máwi gíxiphide̱' ha máwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Sí, le corres",pagíhiétarí ha,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Vine, llegamos",dó'íhiya'wi dótsu̱hí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Otra vez hablamos,pidómántsophówi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Le dije del conejo,dómánge ra tsikhwáwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Por qué no le mandé carne a mi hermano,ó hín gope̱npi k'a ra karne k'a mä'idáwi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Este, sí le mandé",este ha dópe̱npi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Me dijo que no, nada",hina xayi na bixihgí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Que sí le mandé,konke dópe̱npi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Le cerré un jarrito,dókhótibi k'a ra chixaro,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Nada pues,xayi na xo,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"En amaneciendo, otra vez vino mi hermano y habló:",k'ahñaskú mähank'a ya bo'í mä'idá bimántsophówi,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Hasta ni me mandaron un peso de carnita,tani gope̱ngí ná peso ra tsingu̱,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Puro chile mandaron,puro k'a ra 'í gope̱hní,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Este, le mandé, niñas malcriadas",este dópe̱hnípi ya zinthú ya bähtsí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Cómo le hicieron,ábimákhá,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"No, cómo le podríamos hacer, pues no",hina 'á wamákhágóbé mähke hina,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Sí, lo fuimos a tirar o nos lo fuimos a comer",ha gomáyénmí o gomátsíwí na,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
No nos lo comimos,hina hín dómátsíbé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Vamos a comerlo,gomátsíwí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
"Sí, pues fuimos a comerlo",ha xo dómátsíbé,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Para que veas eso,pa gínú na,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Niegas que nos lo comimos,gínk'aníwí hín gotsíwí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
Por qué ustedes lo hicieron,ó gíkháwí,Otomí del Estado de México (ots),"El otomí de toluca, Yolanda Lastra"
